serial number,FoV21 Actual FoV,PSV FoV21 ActualFoV,
61200617,21.73,21.40
61200622,,,21.38
61200627,,,,
61200643,21.79,21.64
61200644,21.69,21.23
61200651,21.71,21.51
61200664,21.46,21.27
61200666,21.60,21.49
61200675,21.71,21.53
61200678,21.73,21.62
61200686,21.47,21.37
61600546,21.59,,
61600602,21.72,21.58
61600620,,,,
61600633,,,21.62
61600634,21.66,21.37
61600642,21.66,21.41
